Feedback_ID,Student_ID,Faculty_ID,Subject_ID,Teaching,Communication,Practical,Notes,Interaction,Overall,Comment,Sentiment,Date
288,ST0722,F013,SUB009,3,3,4,3,4,3,Satisfactory explanation.,Neutral,2025-03-15
289,ST0897,F029,SUB028,3,3,3,3,4,3,Satisfactory explanation.,Neutral,2025-07-20
290,ST0425,F021,SUB023,5,5,5,5,5,5,Concepts explained clearly.,Positive,2025-01-20
291,ST0405,F008,SUB011,4,4,4,3,3,4,Average teaching experience.,Neutral,2025-06-07
292,ST0682,F031,SUB013,5,4,5,5,5,5,Very interactive class.,Positive,2025-07-25
293,ST0268,F009,SUB014,4,5,4,4,4,4,Great practical sessions.,Positive,2025-04-06
294,ST0024,F019,SUB020,4,5,5,4,5,5,Very interactive class.,Positive,2025-03-21
295,ST0630,F005,SUB025,5,4,5,4,4,4,Excellent teaching and explanation.,Positive,2025-02-17
296,ST0210,F025,SUB011,5,4,5,4,4,4,Concepts explained clearly.,Positive,2025-07-05
297,ST0085,F005,SUB018,5,5,5,5,4,4,Very interactive class.,Positive,2025-08-07
298,ST0972,F007,SUB025,4,5,4,5,5,4,Concepts explained clearly.,Positive,2025-08-25
299,ST0930,F005,SUB008,4,4,5,4,5,4,Very interactive class.,Positive,2025-04-13
300,ST0939,F013,SUB023,5,5,5,4,5,5,Very interactive class.,Positive,2025-04-25
301,ST0551,F023,SUB029,4,4,4,4,4,4,Helpful and supportive faculty.,Positive,2025-02-27
302,ST0274,F009,SUB030,5,4,4,5,5,5,Great practical sessions.,Positive,2025-10-31
303,ST0036,F034,SUB006,4,5,5,4,4,4,Great practical sessions.,Positive,2025-07-09
304,ST0594,F014,SUB016,5,4,4,4,5,4,Excellent teaching and explanation.,Positive,2025-10-29
305,ST0208,F027,SUB009,3,3,3,3,4,3,Can improve interaction.,Neutral,2025-02-13
306,ST0581,F007,SUB002,2,1,2,1,2,2,Practicals were insufficient.,Negative,2025-10-10
307,ST0538,F040,SUB019,4,5,5,4,4,5,Excellent teaching and explanation.,Positive,2025-08-09
308,ST0025,F038,SUB001,2,2,1,1,1,2,Needs better communication.,Negative,2025-11-16
309,ST0202,F037,SUB012,5,4,5,5,4,4,Very interactive class.,Positive,2025-05-14
310,ST0104,F001,SUB001,4,5,4,4,5,5,Concepts explained clearly.,Positive,2025-12-09
311,ST0031,F036,SUB030,3,3,3,4,4,3,Class was okay.,Neutral,2025-10-29
312,ST0901,F016,SUB013,3,3,4,4,4,3,Average teaching experience.,Neutral,2025-03-02
313,ST0088,F023,SUB012,4,4,4,5,4,4,Very interactive class.,Positive,2025-06-17
314,ST0411,F001,SUB014,4,3,4,4,4,3,Can improve interaction.,Neutral,2025-03-04
315,ST0912,F029,SUB007,4,5,4,4,4,5,Excellent teaching and explanation.,Positive,2025-05-03
316,ST0253,F014,SUB025,4,5,4,5,4,4,Concepts explained clearly.,Positive,2025-05-28
317,ST0428,F004,SUB030,2,1,1,1,2,1,Concepts not explained clearly.,Negative,2025-11-14
318,ST0001,F033,SUB005,5,5,4,4,5,4,Great practical sessions.,Positive,2025-08-11
319,ST0345,F010,SUB012,3,3,3,4,3,3,Satisfactory explanation.,Neutral,2025-04-24
320,ST0851,F030,SUB028,3,3,3,4,4,4,Need more examples.,Neutral,2025-06-01
321,ST0953,F039,SUB006,5,4,4,4,5,5,Very interactive class.,Positive,2025-03-30
322,ST0775,F002,SUB025,4,4,5,4,5,4,Great practical sessions.,Positive,2025-07-27
323,ST0950,F013,SUB030,2,2,1,2,1,1,Needs improvement in teaching.,Negative,2025-08-05
324,ST0032,F008,SUB001,5,5,4,5,4,5,Great practical sessions.,Positive,2025-11-07
325,ST0813,F002,SUB021,1,1,2,1,2,2,Class was not engaging.,Negative,2025-08-18
326,ST0812,F030,SUB011,3,4,4,3,3,4,Average teaching experience.,Neutral,2025-04-24
327,ST0021,F008,SUB004,4,5,5,4,4,4,Great practical sessions.,Positive,2025-02-14
328,ST0583,F028,SUB014,5,4,4,5,5,4,Helpful and supportive faculty.,Positive,2025-11-08
329,ST0309,F036,SUB004,5,4,5,5,5,5,Very interactive class.,Positive,2025-04-28
330,ST0263,F036,SUB024,4,4,4,4,5,5,Helpful and supportive faculty.,Positive,2025-04-03
331,ST0573,F020,SUB023,4,4,3,4,4,4,Average teaching experience.,Neutral,2025-11-28
332,ST0560,F007,SUB021,5,5,4,5,4,5,Very interactive class.,Positive,2025-09-24
333,ST0564,F028,SUB025,3,3,3,4,4,3,Satisfactory explanation.,Neutral,2025-05-22
334,ST0581,F005,SUB002,4,4,3,3,3,3,Average teaching experience.,Neutral,2025-11-24
335,ST0721,F033,SUB027,5,5,4,4,5,5,Great practical sessions.,Positive,2025-11-07
336,ST0249,F035,SUB026,5,4,4,4,4,4,Very interactive class.,Positive,2025-04-16
337,ST0349,F006,SUB008,4,3,3,4,3,4,Need more examples.,Neutral,2025-03-30
338,ST0195,F002,SUB011,5,5,5,5,4,4,Great practical sessions.,Positive,2025-06-07
339,ST0086,F014,SUB022,3,4,3,3,3,3,Satisfactory explanation.,Neutral,2025-12-14
340,ST0271,F036,SUB020,5,5,5,5,5,5,Concepts explained clearly.,Positive,2025-11-29
341,ST0648,F009,SUB001,2,2,1,1,2,1,Practicals were insufficient.,Negative,2025-12-02
342,ST0552,F036,SUB006,4,3,4,4,3,3,Need more examples.,Neutral,2025-04-22
343,ST0621,F007,SUB013,4,4,5,5,5,4,Concepts explained clearly.,Positive,2025-09-20
344,ST0883,F006,SUB011,5,5,4,5,4,5,Very interactive class.,Positive,2025-11-25
345,ST0023,F036,SUB007,4,4,3,4,3,3,Average teaching experience.,Neutral,2025-03-10
346,ST0824,F013,SUB001,5,5,4,4,4,4,Concepts explained clearly.,Positive,2025-03-30
347,ST0955,F005,SUB009,4,4,4,5,4,5,Great practical sessions.,Positive,2025-06-23
348,ST0128,F003,SUB025,5,5,4,4,5,4,Very interactive class.,Positive,2025-07-22
349,ST0930,F023,SUB021,3,3,4,3,4,4,Class was okay.,Neutral,2025-06-04
350,ST0957,F023,SUB017,5,4,4,4,4,4,Excellent teaching and explanation.,Positive,2025-04-11
351,ST0362,F030,SUB007,4,4,4,4,4,5,Helpful and supportive faculty.,Positive,2025-03-31
352,ST0326,F025,SUB007,1,1,2,1,2,2,Needs improvement in teaching.,Negative,2025-08-13
353,ST0723,F011,SUB026,4,4,4,5,5,4,Concepts explained clearly.,Positive,2025-10-21
354,ST0451,F030,SUB018,1,1,1,2,1,1,Concepts not explained clearly.,Negative,2025-11-14
355,ST0864,F011,SUB021,4,5,4,4,4,4,Excellent teaching and explanation.,Positive,2025-11-18
356,ST0616,F031,SUB028,5,5,5,5,4,4,Excellent teaching and explanation.,Positive,2025-06-19
357,ST0261,F040,SUB018,4,4,4,4,4,4,Concepts explained clearly.,Positive,2025-08-23
358,ST0236,F026,SUB019,5,5,4,4,5,5,Helpful and supportive faculty.,Positive,2025-10-05
359,ST0272,F030,SUB020,4,4,3,4,3,4,Need more examples.,Neutral,2025-07-21
360,ST0030,F001,SUB017,4,4,4,4,5,5,Helpful and supportive faculty.,Positive,2025-11-23
361,ST0989,F027,SUB006,4,4,5,5,4,4,Very interactive class.,Positive,2025-09-24
362,ST0249,F006,SUB021,5,4,4,4,4,4,Concepts explained clearly.,Positive,2025-12-30
363,ST0436,F025,SUB016,4,5,4,5,4,5,Great practical sessions.,Positive,2025-12-23
364,ST0965,F040,SUB025,1,2,2,2,2,1,Class was not engaging.,Negative,2025-10-23
365,ST0027,F008,SUB017,5,4,4,4,5,5,Excellent teaching and explanation.,Positive,2025-11-02
366,ST0351,F038,SUB026,4,5,5,4,4,4,Excellent teaching and explanation.,Positive,2025-05-26
367,ST0005,F032,SUB007,4,4,5,4,5,4,Helpful and supportive faculty.,Positive,2025-11-12
368,ST0002,F020,SUB008,5,5,5,4,4,4,Great practical sessions.,Positive,2025-10-12
369,ST0069,F040,SUB006,5,5,4,5,5,5,Very interactive class.,Positive,2025-11-17
370,ST0822,F023,SUB024,3,4,3,4,3,3,Average teaching experience.,Neutral,2025-11-02
371,ST0797,F039,SUB019,2,2,1,1,2,1,Needs improvement in teaching.,Negative,2025-04-16
372,ST0561,F009,SUB003,4,4,4,3,3,4,Average teaching experience.,Neutral,2025-02-08
373,ST0826,F029,SUB009,5,4,4,5,4,4,Helpful and supportive faculty.,Positive,2025-02-15
374,ST0775,F005,SUB009,4,4,4,5,5,4,Excellent teaching and explanation.,Positive,2025-01-21
375,ST0828,F009,SUB007,3,4,4,3,3,3,Average teaching experience.,Neutral,2025-11-08
376,ST0316,F026,SUB028,4,4,5,5,5,4,Very interactive class.,Positive,2025-06-08
377,ST0949,F018,SUB003,4,4,4,4,5,5,Very interactive class.,Positive,2025-12-31
378,ST0433,F027,SUB019,4,4,5,5,5,5,Helpful and supportive faculty.,Positive,2025-03-04
379,ST0591,F026,SUB024,2,1,1,2,1,1,Needs improvement in teaching.,Negative,2025-12-20
380,ST0122,F026,SUB017,3,3,3,3,4,4,Class was okay.,Neutral,2025-04-11
381,ST0541,F027,SUB009,3,3,4,4,4,4,Need more examples.,Neutral,2025-09-25
382,ST0903,F017,SUB029,4,4,4,4,4,3,Need more examples.,Neutral,2025-06-04
383,ST0080,F027,SUB030,5,5,4,4,4,5,Concepts explained clearly.,Positive,2025-01-09
384,ST0361,F033,SUB029,4,4,4,4,4,5,Very interactive class.,Positive,2025-02-13
385,ST0200,F023,SUB006,5,5,4,4,5,4,Concepts explained clearly.,Positive,2025-10-28
386,ST0267,F014,SUB001,4,4,4,5,4,5,Excellent teaching and explanation.,Positive,2025-03-12
387,ST0155,F021,SUB004,1,1,1,2,1,2,Class was not engaging.,Negative,2025-06-22
388,ST0650,F003,SUB009,2,2,1,2,1,2,Class was not engaging.,Negative,2025-11-24
389,ST0499,F017,SUB023,4,5,4,4,4,5,Great practical sessions.,Positive,2025-10-28
390,ST0994,F040,SUB020,4,5,4,5,5,5,Helpful and supportive faculty.,Positive,2025-12-16
391,ST0494,F011,SUB001,4,4,5,5,4,5,Helpful and supportive faculty.,Positive,2025-04-25
392,ST0509,F040,SUB025,5,5,4,4,5,4,Great practical sessions.,Positive,2025-09-08
393,ST0713,F028,SUB018,1,1,2,1,2,2,Needs better communication.,Negative,2025-03-05
394,ST0077,F016,SUB024,5,5,4,4,4,5,Concepts explained clearly.,Positive,2025-11-07
395,ST0529,F012,SUB023,5,4,4,5,5,4,Great practical sessions.,Positive,2025-07-30
396,ST0194,F026,SUB004,2,2,1,1,1,1,Concepts not explained clearly.,Negative,2025-05-08
397,ST0466,F008,SUB026,5,5,4,4,4,4,Excellent teaching and explanation.,Positive,2025-07-23
398,ST0092,F038,SUB005,5,4,5,5,4,5,Excellent teaching and explanation.,Positive,2025-05-23
399,ST0848,F017,SUB029,4,5,4,4,4,4,Helpful and supportive faculty.,Positive,2025-05-11
400,ST0912,F031,SUB026,5,5,5,5,4,5,Very interactive class.,Positive,2025-07-20
401,ST0632,F039,SUB002,4,4,4,4,4,3,Need more examples.,Neutral,2025-02-21
402,ST0519,F017,SUB014,4,4,4,4,3,3,Can improve interaction.,Neutral,2025-05-31
403,ST0490,F019,SUB025,3,3,4,3,4,3,Need more examples.,Neutral,2025-09-09
404,ST0179,F005,SUB003,4,5,5,4,5,5,Very interactive class.,Positive,2025-05-29
405,ST0529,F014,SUB026,5,5,5,5,5,5,Great practical sessions.,Positive,2025-05-29
406,ST0046,F037,SUB009,5,5,5,4,4,4,Helpful and supportive faculty.,Positive,2025-03-24
407,ST0917,F033,SUB005,2,1,2,2,2,2,Class was not engaging.,Negative,2025-01-03
408,ST0953,F035,SUB027,3,4,4,3,4,4,Satisfactory explanation.,Neutral,2025-01-05
409,ST0098,F015,SUB011,5,5,4,4,4,5,Excellent teaching and explanation.,Positive,2025-09-24
410,ST0681,F037,SUB010,5,4,5,5,4,4,Concepts explained clearly.,Positive,2025-02-09
411,ST0390,F029,SUB025,2,1,1,2,1,1,Concepts not explained clearly.,Negative,2025-07-31
412,ST0059,F013,SUB012,4,5,4,4,4,5,Concepts explained clearly.,Positive,2025-02-03
413,ST0009,F012,SUB016,4,5,4,4,4,4,Helpful and supportive faculty.,Positive,2025-01-31
414,ST0259,F004,SUB009,5,5,4,5,4,4,Great practical sessions.,Positive,2025-01-28
415,ST0585,F038,SUB007,4,4,5,4,5,4,Very interactive class.,Positive,2025-07-04
416,ST0565,F025,SUB010,5,4,4,4,5,4,Great practical sessions.,Positive,2025-05-07
417,ST0438,F027,SUB026,5,4,5,5,4,4,Very interactive class.,Positive,2025-08-15
418,ST0482,F003,SUB013,5,4,5,5,4,5,Concepts explained clearly.,Positive,2025-05-29
419,ST0675,F030,SUB003,1,2,2,1,2,2,Concepts not explained clearly.,Negative,2025-12-04
420,ST0774,F010,SUB013,4,5,5,5,5,4,Very interactive class.,Positive,2025-12-10
421,ST0737,F010,SUB019,4,5,4,5,5,5,Concepts explained clearly.,Positive,2025-03-01
422,ST0123,F028,SUB023,4,3,3,4,3,4,Can improve interaction.,Neutral,2025-12-22
423,ST0045,F019,SUB018,1,1,1,2,2,2,Needs better communication.,Negative,2025-05-20
424,ST0044,F001,SUB010,5,5,4,5,4,5,Concepts explained clearly.,Positive,2025-01-22
425,ST0364,F016,SUB019,4,4,5,4,5,5,Excellent teaching and explanation.,Positive,2025-12-02
426,ST0086,F009,SUB018,4,4,4,4,5,5,Helpful and supportive faculty.,Positive,2025-04-27
427,ST0232,F029,SUB011,5,5,5,4,4,5,Great practical sessions.,Positive,2025-03-26
428,ST0660,F024,SUB027,3,4,4,3,4,4,Satisfactory explanation.,Neutral,2025-08-14
429,ST0477,F006,SUB021,4,5,5,4,5,4,Excellent teaching and explanation.,Positive,2025-02-13
430,ST0458,F003,SUB012,5,5,5,4,4,5,Concepts explained clearly.,Positive,2025-01-07
431,ST0246,F032,SUB013,4,5,5,5,4,5,Great practical sessions.,Positive,2025-10-03
432,ST0598,F013,SUB015,1,2,2,2,1,2,Practicals were insufficient.,Negative,2025-03-04
433,ST0668,F017,SUB002,5,5,4,4,5,5,Helpful and supportive faculty.,Positive,2025-11-24
434,ST0358,F001,SUB001,3,4,4,3,4,4,Need more examples.,Neutral,2025-07-29
435,ST0469,F033,SUB024,2,2,1,2,1,1,Needs improvement in teaching.,Negative,2025-01-14
436,ST0661,F037,SUB001,4,4,5,4,5,5,Excellent teaching and explanation.,Positive,2025-09-01
437,ST0551,F022,SUB007,5,5,5,5,4,4,Helpful and supportive faculty.,Positive,2025-06-10
438,ST0649,F002,SUB001,2,2,1,1,1,2,Needs better communication.,Negative,2025-04-21
439,ST0631,F011,SUB018,4,4,5,4,4,4,Great practical sessions.,Positive,2025-04-07
440,ST0183,F016,SUB004,5,5,5,4,4,5,Very interactive class.,Positive,2025-07-07
441,ST0929,F036,SUB029,5,4,5,5,4,5,Excellent teaching and explanation.,Positive,2025-05-22
442,ST0127,F014,SUB003,5,5,5,5,4,5,Concepts explained clearly.,Positive,2025-10-22
443,ST0369,F017,SUB010,4,5,5,4,5,5,Helpful and supportive faculty.,Positive,2025-03-10
444,ST0638,F036,SUB028,5,4,4,4,5,5,Excellent teaching and explanation.,Positive,2025-12-27
445,ST0177,F014,SUB013,5,4,5,4,4,4,Very interactive class.,Positive,2025-07-03
446,ST0564,F033,SUB012,4,5,5,5,5,4,Concepts explained clearly.,Positive,2025-06-10
447,ST0990,F015,SUB014,4,4,4,5,5,5,Great practical sessions.,Positive,2025-01-02
448,ST0026,F013,SUB024,3,4,4,3,4,4,Satisfactory explanation.,Neutral,2025-04-18
449,ST0308,F018,SUB020,5,5,5,5,5,4,Helpful and supportive faculty.,Positive,2025-05-21
450,ST0419,F027,SUB027,4,5,4,4,5,5,Helpful and supportive faculty.,Positive,2025-08-03
451,ST0551,F023,SUB016,4,4,5,5,4,5,Helpful and supportive faculty.,Positive,2025-08-11
452,ST0326,F029,SUB022,4,4,3,3,4,3,Class was okay.,Neutral,2025-11-17
453,ST0429,F016,SUB021,1,1,1,1,1,1,Needs improvement in teaching.,Negative,2025-06-02
454,ST0373,F035,SUB001,2,2,2,2,1,1,Practicals were insufficient.,Negative,2025-09-20
455,ST0779,F016,SUB014,4,4,4,3,4,3,Class was okay.,Neutral,2025-10-26
456,ST0388,F001,SUB004,4,5,5,4,5,4,Excellent teaching and explanation.,Positive,2025-06-04
457,ST0198,F026,SUB013,4,5,4,5,5,5,Excellent teaching and explanation.,Positive,2025-03-31
458,ST0222,F015,SUB015,5,5,5,4,5,4,Great practical sessions.,Positive,2025-08-07
459,ST0366,F039,SUB021,3,4,3,4,3,3,Can improve interaction.,Neutral,2025-11-11
460,ST0209,F029,SUB001,5,5,5,4,5,4,Excellent teaching and explanation.,Positive,2025-10-09
461,ST0474,F009,SUB004,5,4,5,5,5,5,Excellent teaching and explanation.,Positive,2025-04-15
462,ST0593,F020,SUB009,3,4,4,4,3,4,Can improve interaction.,Neutral,2025-11-03
463,ST0472,F007,SUB023,4,5,5,4,4,4,Concepts explained clearly.,Positive,2025-11-15
464,ST0939,F012,SUB022,4,5,5,5,5,5,Very interactive class.,Positive,2025-04-20
465,ST0691,F039,SUB007,4,5,5,5,4,5,Excellent teaching and explanation.,Positive,2025-10-26
466,ST0984,F023,SUB018,4,4,4,4,5,5,Helpful and supportive faculty.,Positive,2025-05-08
467,ST0535,F037,SUB026,4,5,4,5,5,4,Very interactive class.,Positive,2025-07-10
468,ST0057,F011,SUB001,4,4,4,4,3,3,Can improve interaction.,Neutral,2025-03-05
469,ST0309,F022,SUB024,4,4,4,3,3,4,Can improve interaction.,Neutral,2025-05-08
470,ST0212,F037,SUB007,4,3,3,4,3,4,Class was okay.,Neutral,2025-01-19
471,ST0082,F013,SUB001,3,3,3,3,3,3,Satisfactory explanation.,Neutral,2025-02-16
472,ST0310,F033,SUB001,4,4,4,5,4,4,Great practical sessions.,Positive,2025-10-20
473,ST0675,F006,SUB027,5,5,5,4,4,4,Excellent teaching and explanation.,Positive,2025-02-15
474,ST0633,F010,SUB023,5,4,5,5,4,4,Very interactive class.,Positive,2025-12-21
475,ST0145,F015,SUB030,5,5,4,4,4,4,Great practical sessions.,Positive,2025-05-15
476,ST0487,F035,SUB003,5,4,4,5,5,5,Excellent teaching and explanation.,Positive,2025-02-09
477,ST0239,F033,SUB005,4,5,4,5,5,5,Great practical sessions.,Positive,2025-10-06
478,ST0248,F002,SUB006,5,5,5,4,5,4,Concepts explained clearly.,Positive,2025-03-29
479,ST0555,F036,SUB025,5,4,4,5,5,5,Very interactive class.,Positive,2025-01-20
480,ST0039,F003,SUB021,5,5,4,5,5,5,Excellent teaching and explanation.,Positive,2025-02-15
481,ST0972,F012,SUB027,5,4,4,5,4,5,Great practical sessions.,Positive,2025-01-18
482,ST0591,F030,SUB009,4,3,4,3,4,4,Can improve interaction.,Neutral,2025-02-26
483,ST0387,F031,SUB014,2,2,2,1,2,2,Concepts not explained clearly.,Negative,2025-05-16
484,ST0106,F036,SUB024,4,4,5,5,4,4,Concepts explained clearly.,Positive,2025-04-17
485,ST0535,F004,SUB029,4,4,3,4,3,4,Can improve interaction.,Neutral,2025-01-24
486,ST0111,F003,SUB017,4,4,3,4,3,3,Average teaching experience.,Neutral,2025-11-30
487,ST0211,F038,SUB015,5,5,5,5,5,4,Very interactive class.,Positive,2025-05-17
488,ST0516,F039,SUB029,4,5,5,4,4,4,Concepts explained clearly.,Positive,2025-03-13
489,ST0547,F028,SUB001,4,4,4,5,4,4,Great practical sessions.,Positive,2025-01-01
490,ST0644,F018,SUB009,5,5,4,4,5,4,Concepts explained clearly.,Positive,2025-10-04
491,ST0766,F020,SUB016,5,5,5,4,5,5,Very interactive class.,Positive,2025-01-08
492,ST0232,F027,SUB004,4,5,4,4,5,4,Excellent teaching and explanation.,Positive,2025-03-18
493,ST0307,F023,SUB020,3,4,3,3,3,4,Can improve interaction.,Neutral,2025-01-03
494,ST0797,F030,SUB005,2,1,2,1,2,1,Practicals were insufficient.,Negative,2025-04-28
495,ST0115,F010,SUB013,5,5,4,5,4,4,Concepts explained clearly.,Positive,2025-03-19
496,ST0213,F010,SUB016,5,4,5,5,4,5,Helpful and supportive faculty.,Positive,2025-06-01
497,ST0034,F012,SUB008,1,1,2,2,1,1,Practicals were insufficient.,Negative,2025-11-03
498,ST0468,F025,SUB021,2,2,1,1,1,1,Needs improvement in teaching.,Negative,2025-03-18
499,ST0324,F010,SUB005,3,3,3,3,4,3,Average teaching experience.,Neutral,2025-08-10
500,ST0100,F034,SUB007,5,4,5,4,4,5,Excellent teaching and explanation.,Positive,2025-09-09
501,ST0919,F002,SUB012,5,5,4,4,4,5,Great practical sessions.,Positive,2025-05-28
502,ST0093,F027,SUB012,5,5,5,4,4,5,Very interactive class.,Positive,2025-04-25
503,ST0682,F007,SUB012,5,5,4,5,4,5,Concepts explained clearly.,Positive,2025-11-10
504,ST0331,F012,SUB030,4,5,5,5,5,4,Excellent teaching and explanation.,Positive,2025-11-27
505,ST0808,F028,SUB029,1,2,1,2,1,1,Class was not engaging.,Negative,2025-02-12
506,ST0728,F033,SUB013,4,4,4,5,5,4,Great practical sessions.,Positive,2025-05-26
507,ST0874,F019,SUB007,4,5,4,4,4,4,Very interactive class.,Positive,2025-10-18
508,ST0335,F008,SUB020,5,5,4,5,5,5,Helpful and supportive faculty.,Positive,2025-05-03
509,ST0203,F014,SUB007,4,3,4,3,4,4,Need more examples.,Neutral,2025-02-21
510,ST0991,F031,SUB001,4,3,3,4,4,4,Satisfactory explanation.,Neutral,2025-07-14
511,ST0064,F029,SUB026,5,4,4,4,4,5,Excellent teaching and explanation.,Positive,2025-01-20
512,ST0408,F019,SUB029,4,5,4,4,4,5,Concepts explained clearly.,Positive,2025-04-19
513,ST0653,F037,SUB011,4,3,4,3,3,3,Need more examples.,Neutral,2025-02-08
514,ST0159,F040,SUB020,4,4,5,5,5,5,Very interactive class.,Positive,2025-02-07
515,ST0742,F012,SUB028,4,4,5,5,4,4,Concepts explained clearly.,Positive,2025-05-27
516,ST0330,F030,SUB020,4,5,5,5,4,5,Excellent teaching and explanation.,Positive,2025-02-04
517,ST0599,F035,SUB015,4,5,4,4,4,5,Very interactive class.,Positive,2025-08-15
518,ST0413,F011,SUB024,4,3,3,3,3,4,Class was okay.,Neutral,2025-07-20
519,ST0747,F031,SUB014,4,4,5,4,5,4,Very interactive class.,Positive,2025-01-30
520,ST0736,F023,SUB005,1,2,1,2,1,1,Concepts not explained clearly.,Negative,2025-05-15
521,ST0850,F011,SUB017,5,4,5,4,5,5,Very interactive class.,Positive,2025-12-26
522,ST0856,F026,SUB015,5,4,4,5,4,4,Helpful and supportive faculty.,Positive,2025-05-25
523,ST0884,F038,SUB021,4,4,4,4,4,4,Average teaching experience.,Neutral,2025-09-25
524,ST0956,F029,SUB028,5,5,4,5,4,4,Excellent teaching and explanation.,Positive,2025-04-27
525,ST0404,F022,SUB008,1,1,1,2,2,2,Needs better communication.,Negative,2025-11-15
526,ST0966,F040,SUB015,5,4,4,4,4,4,Helpful and supportive faculty.,Positive,2025-02-25
527,ST0803,F040,SUB003,3,3,4,4,4,4,Class was okay.,Neutral,2025-03-11
528,ST0276,F027,SUB017,4,5,5,4,5,4,Very interactive class.,Positive,2025-01-16
529,ST0417,F007,SUB015,5,5,4,5,5,5,Helpful and supportive faculty.,Positive,2025-04-08
530,ST0706,F037,SUB013,3,3,4,4,4,3,Need more examples.,Neutral,2025-04-30
531,ST0574,F003,SUB010,4,4,5,4,5,5,Very interactive class.,Positive,2025-10-11
532,ST0091,F010,SUB008,5,4,4,5,5,5,Concepts explained clearly.,Positive,2025-11-19
533,ST0181,F040,SUB022,4,4,4,5,4,5,Helpful and supportive faculty.,Positive,2025-10-03
534,ST0147,F003,SUB018,4,3,4,4,3,4,Satisfactory explanation.,Neutral,2025-01-14
535,ST0873,F039,SUB004,4,5,5,4,5,5,Helpful and supportive faculty.,Positive,2025-06-06
536,ST0069,F007,SUB003,4,4,3,4,4,3,Can improve interaction.,Neutral,2025-03-14
537,ST0685,F014,SUB002,2,1,2,1,2,1,Practicals were insufficient.,Negative,2025-10-31
538,ST0046,F029,SUB026,4,5,5,5,4,4,Very interactive class.,Positive,2025-06-07
539,ST0475,F027,SUB026,4,4,4,4,4,3,Need more examples.,Neutral,2025-10-18
540,ST0380,F002,SUB015,3,3,4,3,4,4,Can improve interaction.,Neutral,2025-05-21
541,ST0882,F010,SUB012,4,5,5,5,5,4,Great practical sessions.,Positive,2025-02-19
542,ST0567,F004,SUB023,5,4,5,4,5,4,Very interactive class.,Positive,2025-01-10
543,ST0048,F013,SUB029,5,5,5,5,5,4,Very interactive class.,Positive,2025-07-19
544,ST0328,F024,SUB023,5,4,4,5,5,5,Excellent teaching and explanation.,Positive,2025-05-13
545,ST0594,F030,SUB024,5,4,4,5,4,4,Concepts explained clearly.,Positive,2025-09-08
546,ST0442,F037,SUB006,1,1,2,1,2,1,Needs better communication.,Negative,2025-03-27
547,ST0381,F033,SUB020,4,4,4,4,3,3,Satisfactory explanation.,Neutral,2025-08-11
