id,text,sentiment,relevance,evaluation_type,source
sample_250,sayang lang ang pera sira p ung charger haha kainis gsto q sna ireturm kso ntapon qna ung box kainis tlga sira n cxa agad isang araw plng tps kupas p ung print ng mukha ng pig d recommmend,negative,general,general,tagasenti
sample_251,"sobrang haba ng pila. they will give you reservation number, at kapag wala ka don once natawag, they will cancel your reservation. without giving courtesy. pwede naman kung may natapos na isunod nalang sana kami. medyo nakaka dismaya kayo",negative,general,general,tagasenti
sample_252,white yung pinaka hindi magandang kulay dahil kitang kita yung detachable foam mukang maganda yung bra sa photo pero sa personal di mo siya kayang suotin ng yun lang para pang gym mukang joke yung bralette,negative,general,general,tagasenti
sample_253,Pagkalipas ng ilang buwan ay naubos ang baterya ng orasan.,neutral,general,general,tagasenti
sample_254,napakabagal ng service kailangan mo pukpokin many times na follow up bago gawin. ang mga crew ndi approachable need reiterate sa ginagawa nila. such dissapointing experience eating at this branch,negative,general,general,tagasenti
sample_255,malakas naman ang usok pero walang amoy ng essential oil same essential oil gamit sa kwarto but different humidifier,neutral,general,general,tagasenti
sample_256,I'm thrilled roxas and binay have more votes than miriam!,positive,general,general,tagasenti
sample_257,"Isa pa, malapit na lang ang madason nga eleksyon kag tawo man sa gihapon ang magadesider kon sin-o ang nagakadapat sa pwesto. - Ratsada",positive,general,general,tagasenti
sample_258,"Para sagutin ang tanong ni Jenny, Damage ang kumanta ng I'll be lovin you forever."" Sana nakatulong ito sa paghahanap mo ng kantang iyan.""",negative,general,general,tagasenti
sample_259,Laging riot ang mga storya ni Pat McManus tungkol sa kanyang pagiging sampung taong gulang sa wilds ng Idaho kaya napaka-great read talaga nitong libro.,positive,general,general,tagasenti
sample_260,nagustuhan ng mother ko sana lang tumagal yung phone thank you,positive,general,general,tagasenti
sample_261,ang ganda at malaki po syasalamat po seller,positive,general,general,tagasenti
sample_262,Maganda sana ang presyo pero hindi magkasya ang adapter sa hose ng aking standard kenmore 18 inch portable dishwasher dahil masyado itong malaki.,negative,general,general,tagasenti
sample_263,"Binay accused someone of theft, and Roxas spoke about job creation.",neutral,general,general,tagasenti
sample_264,Namatay ang pasyente matapos ang operasyon.,neutral,general,general,tagasenti
sample_265,maganda xa kaya lang d kaparehas nung isa kong order na indoor outdoor yung pinadala pinagdugtong ko magkaiba ng kulay.,positive,general,general,tagasenti
sample_266,Gumagana yung bluetooth mouse nang maayos kaso medyo maliit siya sa kamay ko kaya madaling mangawit kapag buong araw ginagamit sa trabaho.,neutral,general,general,tagasenti
sample_267,"mas nakakatakot ata na second place si roxas kesa sa first place si duterte, if the rumors were true mamaya magkakahimala na...",negative,general,general,tagasenti
sample_268,"Mula sa labas hanggang sa loob, walang bahid ng kapabayaan ang disenyo.",positive,general,general,tagasenti
sample_269,ok po sana. kaso hindi po stretchable. kaya hindi kasya yung biggest size nila.,positive,general,general,tagasenti
sample_270,Umaabot pa sa 70 OFWs ang kinakalingang OFWs sa Filipino Workers Resource Center (FWRC) kung saan ang pinakamatanda ay 63-anyos na domestic helper.,positive,general,general,tagasenti
sample_271,"""Definitely right now, were lucky that we have no incident yet of any known contamination,"" pahayag ng opisyal.",positive,general,general,tagasenti
sample_272,"Habang nagta-type ang kalihim, nasira ang keyboard ng computer.",neutral,general,general,tagasenti
sample_273,May isyu tungkol sa bala sa bagahe at si Mar Roxas ay binabatikos.,neutral,general,general,tagasenti
sample_274,verygood anlaki nya personal kala ko maliit lang sya sa lahat ng na orderan ko ito talaga ung the best ang ganda ng item nya,positive,general,general,tagasenti
sample_275,Binay and Roxas are the nightmare of this country. Shut up casiple!,negative,general,general,tagasenti
sample_276,ang panget ng box tupi tupi. hindi man lang naka bubble wrap kaya pag open sira hindi umiikot.,negative,general,general,tagasenti
sample_277,Gipatin-aw sa Commission on Higher Education nga ang mga kolehiyo lang og mga unibersidad ang nalakip sa kamanduan sa CHED.,neutral,general,general,tagasenti
sample_278,yung football n blue ang pinili ko pero ang dumating yung frog n green not satisfied,negative,general,general,tagasenti
sample_279,Ang listahan ng mga pangalan ay dumating mula sa head office.,neutral,general,general,tagasenti
sample_280,": Paalala: Magaling sumagot si Binay sa tanong tungkol sa corruption, wala talaga siyang tinatago. Gets nyo?",positive,general,general,tagasenti
sample_281,akala ko mystery pouch . pareho pa binigay . haha,negative,general,general,tagasenti
sample_282,order ko color yellow dumating red nakakadismga lang,negative,general,general,tagasenti
sample_283,Si Binay ay nagbibigay ng kritisismo upang mapabuti ang gobyerno.,positive,general,general,tagasenti
sample_284,"""No tax"" daw pag naging presidente si Binay. Palaka ka ng taon! Don't me.",negative,general,general,tagasenti
sample_285,May nagsasabi na diktador ang dating ni Miriam.,neutral,general,general,tagasenti
sample_286,Nakinig sana ako sa kutob ko nung una pa lang.,negative,general,general,tagasenti
sample_287,fast delivery not tried yet sana maganda sira lang yung takip but ok naman yung bottle thanks,neutral,general,general,tagasenti
sample_288,Kanina pa ako naghihintay pero wala man lang dumating na kapalit mo.,negative,general,general,tagasenti
sample_289,"yung naunang apat, wala na ako aasahan. Lalo kina Binay at Roxas.",negative,general,general,tagasenti
sample_290,"Walang problema kay Mar Roxas, mabuti siyang tao at may ebidensya ng magandang serbisyo.",positive,general,general,tagasenti
sample_291,"Sakto binayad sa tour, di lang nasulit yung isang stop.",negative,general,general,tagasenti
sample_292,10 10 thank you po gustong gusto ng ank ko,positive,general,general,tagasenti
sample_293,"Talagang naging addicted na kaming manood nito tuwing may libreng oras, kaya sobrang excited na ako para sa next season nito sa Prime!",positive,general,general,tagasenti
sample_294,"Mahirap intindihin yung rules ng card game sa umpisa, pero naging enjoy naman kami nung nakuha na namin yung tamang paraan ng paglalaro.",neutral,general,general,tagasenti
sample_295,nice ganda ng shoes tama lng sa baby ko mukhang matibay thank you seller at ky rider bilis ng delivery,positive,general,general,tagasenti
sample_296,Wala rin umano sa isipan ni Roxas ngayon ang pinakamataas na posisyon ng bansa matapos siyang magbigay-daan kay Aquino.,neutral,general,general,tagasenti
sample_297,"matibay, maganda ang pagkakagawa, seamless talaga walang run bumili na rin kayo guys sobrang sulit! as in. will order more for gifts",positive,general,general,tagasenti
sample_298,i ordered h m i received bench i m still grateful kasi mura naman,neutral,general,general,tagasenti
sample_299,they say u get what u paid for maliit xa sa sizes nya ok na din cguro pag tag ulan at wala kang choice ibang suotin thanks anyway,neutral,general,general,tagasenti
sample_300,"""""These hospitals follow the US procedures and offer competitive salaries and excellent benefits like annual paid vacation leaves, free food and accommodation,"""" ayon kay Soriano.",positive,general,general,tagasenti
sample_301,kulang yung items na dumating sakin but so far maganda yung products,neutral,general,general,tagasenti
sample_302,Malayo sa mapanghusgang mga tingin ang kapaligiran dito kaya hindi ako nahihiyang maging sarili ko.,positive,general,general,tagasenti
sample_303,lintek after ilang linggo lang biglang hindi na gumana yung row ng letters zxcvbnm at few numbers. this is fvcking awful.,negative,general,general,tagasenti
sample_304,Ibang doctor sana ang nag-opera sa kanya.,negative,general,general,tagasenti
sample_305,Napansin ko lang na wala nang lasa ang sabaw na isinerve nila kumpara noong nakaraang buwan.,negative,general,general,tagasenti
sample_306,"Salamat sa pagiging supportive best friend, ikaw ang unang nang-judge sa akin nung nagkamali ako.",negative,general,general,tagasenti
sample_307,Sige Poe? May nagsasabi na ayaw nila kay Binay.,neutral,general,general,tagasenti
sample_308,Pinayuhan din ang publiko na panatilihin ang malusog na pamumuhay upang mapalakas ang resistensya upang labanan ang mga virus na papasok sa katawan ng tao.,positive,general,general,tagasenti
sample_309,Halos mapangiti ako maghapon nang malamang walang nakatagong interes na babayaran sa aking inutang.,positive,general,general,tagasenti
sample_310,"Umiiral naman signal no. 1 sa Ilocos Sur, Mt. Province, Ifugao, Benguet, La Union, Nueva Vizcaya, Quirino, Aurora, northern Quezon, at Polilio islands.",neutral,general,general,tagasenti
sample_311,maganda naman siya kaso di lang nasunod yung color. ibang color dumating hindi black. blue orange. pero ok lang nagagamit parin naman po. thank you,positive,general,general,tagasenti
sample_312,Si Roxas naman napaka-kalma kay Duterte? pati si Cayetano kinausap ng maayos!? bruh halatang may tiwala sa sarili ah?,positive,general,general,tagasenti
sample_313,maganda ok nmn kaso maliit skn.. pero mgand sayng lng ndi kasya skn.. khit my butas un braok sna kng nagkasya skn.. mliit lng size nia.. ala kc tag ng nkuha q kea not sure kng tama un pinada skn..tnx sa shop nto nasayang ulipera ko.sana irefound kc mastock lng,negative,general,general,tagasenti
sample_314,Ilang gitino nga dili pa angayang mabalaka ang publiko tungod kay wa kini makatukod sa palibot. - Balitang Bisdak,positive,general,general,tagasenti
sample_315,"Highly recommended ito lalo na sa senior cat na may skin issues, madali lang i-pump sa pagkain nila kaya love na love talaga nila ito.",positive,general,general,tagasenti
sample_316,"Malamang pag si Mar Roxas ang nanalo, maraming papuri sa social media...oh yes..",positive,general,general,tagasenti
sample_317,Fak. Nakadikit na si Roxas kay Duterte sa survey. Oh well. Inuumpisahan na nila ang pandaraya.,negative,general,general,tagasenti
sample_318,ang daming butas na maliliit. sana bago niyo i-deliver i-check niyo muna,negative,general,general,tagasenti
sample_319,"Para sa isang simpleng kainan, malaking gulat ko na walang palya ang kanilang menu.",positive,general,general,tagasenti
sample_320,Fishers say Mar Roxas is not in contention for the presidency since day 1.,neutral,general,general,tagasenti
sample_321,"Dahil sa malaking natipid, sinabi ni Lacson na posibleng madagdagan ang nakuhang benepisyo ng mga kawani ng Senado noong 2008.",positive,general,general,tagasenti
sample_322,ganda sana ng hotel and place don't eat here the food is not good at premium price,positive,general,general,tagasenti
sample_323,"Nakakatawa itong paboritong movie ng bf ko, at kahit natanggal siya sa case dahil sa packaging niya ay mabuti na lang at walang naging scratch.",positive,general,general,tagasenti
sample_324,"i ordered beige and black, same sizes pero ang ibinigay ni seller beige 40-41, black 42-43. nakakadisappoint kaya binenta ko nalang sa pinsan ko sa mas mababang presyo. sa picture ay nagamit na ng pinsan ko",negative,general,general,tagasenti
sample_325,my sira naman ang in order ko sa susunod bago niyo balutin ang order pakitignan mnua item kong ok sya bago niyo balutin kc sayang naman ang pera ng mgoorder,negative,general,general,tagasenti
sample_326,"Tiniyak naman ni House Majority Leader Rep. Arthur Defensor (Iloilo), na hindi masasayang at lalong hindi magagamit sa katiwalian ang pondo.",positive,general,general,tagasenti
sample_327,first time ko ngorder dto sa shop nato at satisfied nman ako tent lang kinuha ko at malaki nadin sya,positive,general,general,tagasenti
sample_328,Idinagdag ng mga mambabatas na ang motorista na nagte-text habang nagmamaneho ay apat na ulit ang posibilidad na maaksidente.,negative,general,general,tagasenti
